DOY,co2_flux,air_temperature,ET,ch4_flux,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
67.166,2.18256,296.572,-0.0092,-0.00773,,,,,
67.291,1.93793,295.038,-0.000404,-0.0518,,,,,
67.312,1.56347,294.868,-0.00396,-0.00291,,,,,
67.333,2.91468,294.549,-0.000535,0.0076,,,,,
67.416,-3.23416,296.986,0.0508,-0.0337,,,,,
67.437,-2.16193,296.998,0.0337,0.145118,,,,,
67.458,-2.92666,297.152,0.0521,0.00127,,,,,
67.479,-6.831,297.55,0.119357,0.00563,,,,,
67.499,-9.49856,297.898,0.167999,0.000546,,,,,
67.52,-9.95017,298.325,0.192592,0.00427,,,,,
67.541,-8.01768,297.968,0.134602,0.000133,,,,,
67.562,-6.5296,297.815,0.102197,-0.00444,,,,,
67.604,-5.08393,298.237,0.213932,-0.326388,,,,,
67.624,-2.2026,297.756,0.120951,-0.0123,,,,,
67.645,1.59851,297.473,0.0183,-0.00448,,,,,
67.666,3.22441,298.13,0.0898,-0.00229,,,,,
67.708,-0.237001,297.809,0.0469,-0.00535,,,,,
67.729,0.200139,296.049,0.0687,-0.00322,,,,,
67.749,1.31941,295.972,0.055,0.186479,,,,,
67.979,2.20302,295.065,0.0281,0.592613,,,,,
68.083,2.12944,294.52,0.0293,-0.0725,,,,,
68.104,2.81569,294.579,0.0632,-0.00196,,,,,
68.125,2.57672,294.371,0.0625,0.00355,,,,,
68.145,2.22955,294.442,0.0483,-0.00284,,,,,
68.166,2.27456,294.468,0.0393,-0.0018,,,,,
68.187,2.17685,294.592,0.0317,-0.00501,,,,,
68.208,2.56309,294.598,0.0342,-0.00223,,,,,
68.229,-5.29187,294.177,0.0577,0.00447,,,,,
68.291,4.4766,303.942,0.0524,0.00151,,,,,
68.374,0.413231,303.365,0.0664,0.0125,,,,,
68.395,-3.55486,296.564,0.192044,-0.00517,,,,,
68.437,-5.55193,297.593,0.220063,-0.00196,,,,,
68.458,-5.63834,295.833,0.31894,-0.00303,,,,,
68.479,-3.50889,295.787,0.349229,-0.00475,,,,,
68.499,-4.21935,296.105,0.302428,0.0185,,,,,
68.52,-8.55203,296.301,0.466073,-0.0114,,,,,
68.541,-7.71188,296.397,0.408516,-0.00163,,,,,
68.562,-10.6519,296.464,0.473015,-0.0418,,,,,
68.583,-10.5598,296.453,0.409763,0.63495,,,,,
68.729,-4.74,296.388,0.201387,0.398445,,,,,
68.749,-4.44339,296.403,0.222042,0.0127,,,,,
68.77,-4.13458,296.215,0.145477,0.164229,,,,,
68.791,-2.05927,295.596,0.0821,-0.00469,,,,,
68.812,-0.264902,295.224,0.0489,0.00719,,,,,
68.833,1.56869,294.756,0.0319,-0.0124,,,,,
68.854,1.78505,294.436,0.0187,0.00546,,,,,
68.874,1.84738,294.431,-0.00105,0.00283,,,,,
68.895,2.3182,294.657,0.0202,0.0164,,,,,
68.916,1.79015,294.493,0.0129,0.0895,,,,,
68.937,2.00388,293.876,0.0071,-0.0393,,,,,
68.958,1.7649,293.982,0.000507,-0.000902,,,,,
68.979,1.86989,294.034,0.00576,-0.0121,,,,,
69.0,1.52757,293.916,-0.00416,0.00313,,,,,
69.02,2.8075,293.741,0.0563,0.0196,,,,,
69.041,1.72802,293.253,-0.00207,-0.000374,,,,,
69.062,1.34141,292.579,-0.00189,-0.000597,,,,,
69.104,1.63061,294.105,0.00132,-0.000811,,,,,
69.125,1.88241,293.773,0.00147,-0.000935,,,,,
69.145,1.5298,292.866,-3.19e-05,-0.00955,,,,,
69.166,1.05757,292.023,0.00065,0.000694,,,,,
69.187,1.58038,292.025,0.000103,-9.69e-06,,,,,
69.208,1.42803,292.114,-0.000341,0.000613,,,,,
69.229,1.33943,291.824,-0.00125,0.00195,,,,,
69.25,1.97452,291.548,-0.00269,-0.000883,,,,,
69.27,2.96132,291.498,-0.000794,-0.00157,,,,,
69.291,1.73505,291.251,-0.00069,0.00096,,,,,
69.312,1.99287,291.454,-0.00201,-0.00214,,,,,
69.333,1.95759,291.716,0.002,0.00426,,,,,
69.354,1.13156,292.43,0.0148,0.00104,,,,,
69.374,0.733675,293.148,0.0248,0.00984,,,,,
69.395,-0.140279,293.546,0.0484,-0.00217,,,,,
69.416,-0.384577,293.942,0.0549,-0.000974,,,,,
69.437,-2.31177,294.567,0.111414,0.000483,,,,,
69.458,-2.71367,294.574,0.114949,-0.000736,,,,,
69.479,-5.64635,295.298,0.233269,0.0094,,,,,
69.499,-4.80158,296.143,0.268964,-0.00043,,,,,
69.52,-3.22328,296.94,0.380873,0.00254,,,,,
69.541,-2.82599,297.022,0.274941,0.00674,,,,,
69.562,-3.23283,297.561,0.297725,0.0126,,,,,
69.583,-2.30975,297.715,0.243328,0.00541,,,,,
69.604,-2.04985,298.073,0.217538,-0.0273,,,,,
69.624,-2.75578,298.07,0.234622,-0.00371,,,,,
69.645,-2.33454,297.975,0.176182,0.00766,,,,,
69.666,-2.44968,297.726,0.168587,-0.0264,,,,,
69.687,-3.45059,297.598,0.177582,0.402165,,,,,
69.708,-2.44787,297.286,0.123172,0.0101,,,,,
69.729,-2.05337,297.257,0.114191,0.0213,,,,,
69.749,-1.51447,297.003,0.0863,0.0107,,,,,
69.77,-1.20108,296.684,0.0677,0.00296,,,,,
69.791,-1.00975,296.001,0.0225,-0.0096,,,,,
69.833,1.19932,295.214,-0.0064,-0.295299,,,,,
69.874,1.675,295.278,-0.00855,0.623052,,,,,
69.937,1.39333,294.684,-0.00862,0.0222,,,,,
69.958,1.09687,294.457,-0.00954,0.00398,,,,,
69.979,0.686973,294.216,-0.0113,0.00334,,,,,
70.0,0.865928,293.515,-0.0148,0.0107,,,,,
70.02,0.389196,292.041,-0.00374,0.000677,,,,,
70.041,0.350784,291.87,-0.000485,-0.000404,,,,,
70.062,6.24898,289.652,-0.0175,0.0175,,,,,
70.083,1.4368,288.809,-0.00298,-0.0407,,,,,
70.104,9.16632,287.738,-0.00184,-0.0189,,,,,
70.145,2.72205,286.897,-0.00286,-0.00287,,,,,
70.166,1.98024,286.809,-0.00234,0.00149,,,,,
70.187,1.80902,286.748,-0.0162,0.00384,,,,,
70.208,-0.990188,285.675,-0.00692,-0.00226,,,,,
70.229,1.00947,285.825,0.00184,-0.00664,,,,,
70.291,-0.224076,287.217,-0.0219,0.0133,,,,,
70.354,0.388818,290.895,0.00259,-0.00309,,,,,
70.374,-1.00964,292.632,0.0215,-0.000767,,,,,
70.395,-1.11734,292.92,0.0182,-0.0024,,,,,
70.416,-1.05162,293.343,0.0194,-0.00481,,,,,
70.437,-2.80411,294.323,0.0327,0.00596,,,,,
70.458,-3.59837,295.127,0.0621,-0.00682,,,,,
70.479,-5.90331,294.963,0.0704,-0.0562,,,,,
70.499,-8.20921,295.342,0.112185,-0.0128,,,,,
70.52,-6.23876,295.946,0.120588,-0.16079,,,,,
70.541,-5.87588,296.859,0.154332,-0.00958,,,,,
70.562,-5.11963,298.157,0.170283,-0.0372,,,,,
70.583,-4.45369,299.59,0.203025,-0.0575,,,,,
70.604,-2.52477,299.545,0.167554,0.00296,,,,,
70.624,-2.94099,298.83,0.0824,-0.0463,,,,,
70.687,-6.44161,300.028,0.137245,-0.488774,,,,,
70.708,-3.77972,299.547,0.0744,-0.0524,,,,,
70.729,-2.2292,299.49,0.0536,0.0669,,,,,
70.749,0.488177,298.98,0.0258,-0.0241,,,,,
70.77,2.85008,298.688,0.0332,0.057,,,,,
70.791,1.3006,298.073,-0.00773,-0.244633,,,,,
70.812,1.28151,297.869,-0.0146,0.153634,,,,,
70.833,1.46731,297.784,-0.02,0.00779,,,,,
70.854,1.66634,297.723,-0.0158,-0.0093,,,,,
70.874,1.36226,297.607,-0.00895,-0.0498,,,,,
70.895,0.972496,297.251,-0.00405,0.00702,,,,,
70.916,2.26788,297.23,-0.0199,0.0146,,,,,
70.937,2.18489,297.33,-0.0235,0.00454,,,,,
70.958,2.08595,297.104,-0.0184,-0.00783,,,,,
70.979,1.78903,297.081,-0.0137,-0.00563,,,,,
71.0,0.675955,296.658,-0.00265,0.00574,,,,,
71.02,0.106643,296.171,-0.00103,-0.014,,,,,
71.041,1.955,295.695,-0.00271,0.00284,,,,,
71.062,-0.281835,295.06,-0.00105,0.000795,,,,,
71.083,1.15243,294.897,-0.00275,0.00133,,,,,
71.125,2.29881,296.714,0.00577,-0.00102,,,,,
71.145,1.66048,296.432,-0.00726,0.00133,,,,,
71.166,1.53016,296.191,-0.00538,-0.00105,,,,,
71.187,0.531772,294.88,-0.00014,0.000849,,,,,
71.208,-1.7512,294.327,-0.00913,0.00119,,,,,
71.229,1.23577,294.719,-0.00959,0.000676,,,,,
71.25,2.40913,296.244,-0.00343,0.00064,,,,,
71.27,0.811591,295.068,0.00142,-0.00064,,,,,
71.291,2.78791,295.151,-0.000206,-0.000238,,,,,
71.312,2.76333,295.364,0.000402,0.00232,,,,,
71.333,2.47102,295.709,0.00101,-0.00104,,,,,
71.354,1.6003,296.22,0.00584,0.000276,,,,,
71.374,-0.146498,296.869,0.025,-0.00487,,,,,
71.395,-1.7044,297.382,0.0373,-0.016,,,,,
71.416,-2.60011,298.309,0.0722,-0.00459,,,,,
71.437,-3.29663,298.782,0.0874,-0.00247,,,,,
71.458,-2.58736,298.903,0.128524,-0.0111,,,,,
71.479,-2.78511,299.758,0.119826,0.000738,,,,,
71.499,-1.57392,301.413,0.106124,0.000247,,,,,
71.52,-1.57517,302.5,0.154074,0.017,,,,,
71.541,-1.2454,302.697,0.213375,-0.00511,,,,,
71.562,0.936852,304.069,0.206694,0.00173,,,,,
71.583,0.38533,304.157,0.245886,0.00588,,,,,
71.604,-0.908639,303.567,0.204253,-0.0011,,,,,
71.624,-1.47348,303.402,0.200277,-0.00304,,,,,
71.645,-1.11886,303.486,0.156488,0.00142,,,,,
71.666,-1.01635,304.131,0.158047,-0.00453,,,,,
71.687,-0.410233,304.798,0.135496,0.00259,,,,,
71.708,-0.0243,305.304,0.167089,0.000712,,,,,
71.729,-0.363096,305.13,0.103676,-0.000908,,,,,
71.749,0.217818,304.255,0.0913,0.00305,,,,,
71.77,0.157857,303.93,0.053,0.00409,,,,,
71.791,-0.824135,303.207,0.0322,-0.0132,,,,,
71.812,0.211278,302.46,0.00846,-0.00147,,,,,
71.833,0.704718,301.2,-0.00245,-0.00587,,,,,
71.854,0.563366,300.705,0.000103,0.00207,,,,,
71.874,0.318739,300.559,-0.000127,-0.00614,,,,,
71.895,0.854585,300.451,0.00121,-0.0014,,,,,
71.916,0.945892,301.072,0.00256,-0.0456,,,,,
71.937,0.708416,301.73,0.00535,-0.00227,,,,,
71.958,0.771343,302.0,0.00897,-0.0255,,,,,
71.979,0.883264,301.526,0.00555,-0.00961,,,,,
72.0,0.749244,301.407,0.00413,0.00152,,,,,
72.02,0.733865,301.247,0.00534,-0.0124,,,,,
72.041,1.10437,301.051,0.0114,-0.014,,,,,
72.062,0.756843,301.141,0.00929,0.00393,,,,,
72.083,0.656088,300.885,0.0078,-0.00438,,,,,
72.104,0.798894,300.656,0.0075,-0.0495,,,,,
72.25,0.92627,299.166,-0.000174,0.314504,,,,,
72.27,1.75374,300.482,0.00564,0.243313,,,,,
72.395,-2.17316,303.238,0.112952,0.164236,,,,,
72.416,-1.42095,304.193,0.089,0.00563,,,,,
72.437,-2.03753,304.247,0.113671,0.00937,,,,,
72.458,-3.07578,304.172,0.136806,-0.00012,,,,,
72.479,-5.1861,302.495,0.139207,0.011,,,,,
72.499,-6.19474,300.676,0.179956,-0.00482,,,,,
72.52,-6.16122,299.945,0.114712,0.00649,,,,,
72.541,-0.233364,299.356,0.0613,-0.0416,,,,,
72.562,1.79094,299.302,0.0806,0.00186,,,,,
72.583,0.728364,299.69,0.0951,-0.00199,,,,,
72.791,-8.84205,301.801,0.100772,0.0325,,,,,
72.812,3.00793,297.481,0.187694,0.00267,,,,,
72.833,4.67036,294.125,0.202715,-0.00246,,,,,
72.854,3.89908,293.807,0.167792,0.00614,,,,,
72.874,3.84546,293.816,0.163273,-0.00979,,,,,
72.895,3.74805,293.805,0.161573,0.0035,,,,,
72.916,4.17051,293.726,0.170954,-0.0024,,,,,
72.937,4.22802,293.277,0.0981,-0.00477,,,,,
72.958,3.3099,293.27,0.110832,-0.00827,,,,,
72.979,4.06011,293.548,0.136749,-0.00074,,,,,
73.0,2.98233,293.158,0.127664,-0.00848,,,,,
73.02,3.46872,293.061,0.120582,0.00326,,,,,
73.041,3.60666,292.767,0.0989,-0.00502,,,,,
73.062,3.66038,292.289,0.104011,-0.00344,,,,,
73.083,3.37684,292.636,0.147646,0.00386,,,,,
73.104,3.59593,292.617,0.146813,0.0103,,,,,
73.125,3.22443,292.486,0.112973,0.0102,,,,,
73.145,3.13829,292.037,0.0913,-0.00338,,,,,
73.166,3.28268,291.942,0.0881,-0.0307,,,,,
73.187,3.30167,292.001,0.0998,0.0253,,,,,
73.208,3.57993,291.889,0.105036,-0.0184,,,,,
73.229,3.33385,292.048,0.107542,0.00701,,,,,
73.25,3.35548,291.688,0.0748,-0.00334,,,,,
73.27,4.00558,291.221,0.07,-0.00776,,,,,
73.291,4.13852,291.318,0.0697,-0.0136,,,,,
73.312,3.69085,291.161,0.0623,-0.00995,,,,,
73.333,2.3833,291.692,0.0702,0.00384,,,,,
73.354,0.97329,292.285,0.104345,-0.00572,,,,,
73.374,-0.764399,292.888,0.141889,-0.00226,,,,,
73.395,-1.9217,293.095,0.180081,0.00157,,,,,
73.416,-4.1231,293.914,0.224272,-0.00115,,,,,
73.437,-3.40149,294.055,0.202761,-0.0055,,,,,
73.458,-4.6661,294.448,0.262059,0.00547,,,,,
73.479,-6.8964,294.986,0.372576,0.000337,,,,,
73.499,-5.82598,295.29,0.33807,0.00211,,,,,
73.52,-5.83882,295.136,0.327369,0.00256,,,,,
73.541,-6.1401,294.785,0.317552,-0.000341,,,,,
73.562,-6.43678,294.914,0.290158,0.00241,,,,,
73.583,-8.49764,295.867,0.430079,0.00378,,,,,
73.604,-8.32483,295.796,0.417677,-0.000241,,,,,
73.624,-9.47742,295.969,0.400756,0.158709,,,,,
73.645,-8.28105,295.859,0.38017,0.0528,,,,,
73.666,-7.84749,295.787,0.364141,0.00434,,,,,
73.708,-5.62805,295.224,0.260304,-0.05,,,,,
73.729,-5.97826,295.299,0.247135,-0.0275,,,,,
73.749,-3.17436,294.903,0.183419,-0.0207,,,,,
73.77,-1.74754,294.62,0.142079,0.0159,,,,,
73.791,-1.11354,294.291,0.0986,0.0193,,,,,
73.812,0.911744,293.847,0.0643,-0.0594,,,,,
73.833,1.754,293.566,0.0331,-0.0348,,,,,
73.854,2.27286,293.34,0.0277,-0.0388,,,,,
73.874,2.40681,293.27,0.0234,0.0647,,,,,
73.895,2.24867,293.171,0.015,-0.0214,,,,,
73.916,2.2894,293.34,0.0201,-0.0465,,,,,
73.937,1.95043,293.645,0.018,0.0104,,,,,
73.958,1.07102,293.096,0.00978,0.0397,,,,,
73.979,1.07868,293.102,0.0125,0.00794,,,,,
74.0,1.17288,293.178,0.00607,-0.027,,,,,
74.02,-4.64981,289.155,0.0128,0.033,,,,,
74.041,1.54581,287.338,-0.00439,0.0108,,,,,
74.062,2.42844,287.166,-0.0057,0.0277,,,,,
74.083,-1.07143,288.575,0.000573,0.0366,,,,,
74.104,0.972034,287.096,-0.00312,-0.00294,,,,,
74.125,-3.8261,288.648,-0.0103,-0.0217,,,,,
74.145,1.14329,292.468,0.000903,-0.00121,,,,,
74.166,1.75595,292.652,0.0157,-0.00177,,,,,
74.187,1.59492,292.771,0.0224,0.00116,,,,,
74.208,1.47375,292.531,0.0124,-0.0014,,,,,
74.229,1.99992,292.398,0.0153,-0.00369,,,,,
74.25,2.12084,292.411,0.0172,0.0087,,,,,
74.27,3.18759,292.468,0.0214,-0.0271,,,,,
74.291,3.13639,292.565,0.0164,-0.00431,,,,,
74.312,2.44505,292.671,0.00905,0.00505,,,,,
74.333,2.02038,292.897,0.0112,-0.0282,,,,,
74.437,-5.92459,295.456,0.0835,0.00366,,,,,
74.458,-5.18801,295.548,0.0916,0.0027,,,,,
74.479,-6.12275,296.637,0.12797,0.0245,,,,,
74.499,-8.18136,297.607,0.166404,0.0479,,,,,
74.52,-9.14431,298.168,0.167245,0.17384,,,,,
74.541,-10.6657,298.389,0.20049,0.0462,,,,,
74.562,-10.3935,297.619,0.190605,-0.0143,,,,,
74.583,-10.1069,298.163,0.227498,0.00505,,,,,
74.604,-8.99805,298.064,0.229302,-0.00586,,,,,
74.624,-8.78008,298.249,0.219275,-0.00396,,,,,
74.645,-8.07586,297.986,0.207163,0.00258,,,,,
74.666,-7.22674,297.68,0.169915,0.00893,,,,,
74.687,-5.94215,297.484,0.145431,-0.0046,,,,,
74.708,-7.22967,297.641,0.155977,-0.00204,,,,,
74.729,-4.22376,297.339,0.089,0.000129,,,,,
74.749,-5.8862,297.6,0.112963,0.00636,,,,,
74.77,-3.77461,297.374,0.0758,0.0054,,,,,
74.791,-1.68714,297.172,0.0485,-0.0085,,,,,
74.812,3.63643,296.935,0.0115,0.00287,,,,,
74.854,1.78382,295.782,-0.0065,-0.00327,,,,,
74.874,1.34423,295.832,0.0164,0.00133,,,,,
74.895,1.3876,295.547,0.00811,-0.00215,,,,,
74.916,2.27468,294.682,-0.00782,0.00718,,,,,
74.937,2.75251,294.433,-0.0109,0.0068,,,,,
74.958,2.04849,294.479,-0.00412,0.00182,,,,,
74.979,2.56178,294.738,-0.000485,0.00318,,,,,
75.0,1.56356,294.708,0.00683,-0.00459,,,,,
75.02,1.56869,294.603,0.0171,-0.00192,,,,,
75.041,1.78933,294.58,0.0143,-0.00175,,,,,
75.062,1.60924,294.604,0.0255,0.00056,,,,,
75.083,1.5642,294.477,0.0252,-0.0071,,,,,
75.104,1.83249,294.544,0.024,0.00126,,,,,
75.125,1.64579,294.411,0.017,-0.00267,,,,,
75.145,1.4552,294.224,0.0227,-0.000894,,,,,
75.166,1.47648,294.081,0.0252,0.000374,,,,,
75.187,1.40901,294.092,0.021,-0.00107,,,,,
75.208,1.26682,294.243,0.0151,-0.00389,,,,,
75.229,0.995707,294.287,0.0173,0.001,,,,,
75.25,1.81499,294.033,0.0192,-0.00128,,,,,
75.27,2.57633,293.858,0.0143,0.00161,,,,,
75.291,2.66634,293.858,0.0124,0.00072,,,,,
75.312,1.84413,293.946,0.00803,0.000821,,,,,
75.333,1.93408,294.004,0.0185,0.000745,,,,,
75.354,-0.531064,294.438,0.0261,0.00188,,,,,
75.374,-2.28713,295.012,0.0567,0.00515,,,,,
75.395,-3.37126,295.469,0.0971,0.0124,,,,,
75.416,-4.41199,295.713,0.120681,0.0107,,,,,
75.437,-4.69251,295.739,0.116359,0.00498,,,,,
75.458,-5.41557,295.872,0.121095,0.00267,,,,,
75.479,-5.32662,296.372,0.138883,-0.0125,,,,,
75.499,-5.99544,296.897,0.159087,-0.0047,,,,,
75.52,-6.3019,297.456,0.175572,-0.0079,,,,,
75.541,-5.18351,297.561,0.165077,0.0226,,,,,
75.562,-5.01825,297.746,0.172923,-0.0137,,,,,
75.583,-5.04703,298.224,0.189192,-0.01,,,,,
75.604,-4.49468,298.643,0.193021,-0.0109,,,,,
75.624,-4.50815,298.646,0.184585,-0.00491,,,,,
75.645,-5.75541,298.66,0.181573,-0.0343,,,,,
75.666,-4.81411,298.816,0.145309,-0.0152,,,,,
75.687,-4.96365,299.046,0.147174,-0.00169,,,,,
75.708,-3.49914,299.038,0.104742,0.0151,,,,,
75.729,-2.71071,299.697,0.084,0.0221,,,,,
75.749,-2.4027,300.292,0.0677,0.223718,,,,,
75.77,-1.47923,300.792,0.0644,0.0984,,,,,
75.791,-1.18405,300.913,0.0305,-0.43698,,,,,
75.833,1.63876,299.161,0.0048,-0.164695,,,,,
75.854,2.02048,298.226,-0.00182,-0.00697,,,,,
75.874,2.01014,297.878,-0.00138,0.317919,,,,,
75.895,2.40116,297.633,-0.000643,-0.567193,,,,,
75.916,1.79842,297.121,-0.00439,-0.12963,,,,,
75.937,2.11388,296.731,-0.0067,0.0404,,,,,
75.958,2.31323,296.452,-0.00769,0.00435,,,,,
75.979,2.26869,296.462,-0.00332,-0.0137,,,,,
76.0,1.95133,296.258,-0.00377,0.0178,,,,,
76.02,1.62139,296.126,-0.00254,0.00882,,,,,
76.041,1.31216,295.647,-0.00636,-0.00177,,,,,
76.062,1.75189,295.465,-0.00751,-0.00269,,,,,
76.083,1.55585,295.278,-0.00861,0.000224,,,,,
76.104,1.64337,295.373,-0.0073,0.00924,,,,,
76.125,2.04747,295.289,-0.0081,-0.00146,,,,,
76.145,1.55909,295.12,-0.00617,0.00116,,,,,
76.166,0.673556,294.546,-0.00373,0.000639,,,,,
76.187,17.0968,292.583,-0.0261,0.00714,,,,,
76.208,5.40568,291.376,-0.0125,0.000486,,,,,
76.229,2.63189,290.549,-0.00161,0.00128,,,,,
76.25,-3.09113,291.899,-0.00713,0.000834,,,,,
76.27,2.86162,293.47,-0.00856,-0.00158,,,,,
76.291,-6.36449,292.659,-0.00392,0.00102,,,,,
76.312,-5.38448,291.328,-0.00679,0.000417,,,,,
76.354,2.10273,292.733,0.0017,-0.000896,,,,,
76.374,-0.562417,295.973,0.02,-0.00782,,,,,
76.395,-3.45332,297.362,0.0653,0.00268,,,,,
76.416,-4.21686,298.529,0.0896,0.00472,,,,,
76.437,-3.76505,299.719,0.102298,-0.0148,,,,,
76.458,-3.52116,300.726,0.128752,0.00638,,,,,
76.479,-2.97791,301.623,0.152021,0.0225,,,,,
76.499,-2.35389,302.37,0.155305,0.0399,,,,,
76.52,-1.05909,303.089,0.133139,0.0315,,,,,
76.541,-1.24531,303.828,0.178116,0.0123,,,,,
76.562,-0.301149,304.228,0.155731,0.0175,,,,,
76.604,-1.87176,304.874,0.29502,0.335204,,,,,
76.645,-4.81351,304.08,0.32286,0.0757,,,,,
76.666,-3.69834,304.25,0.274174,0.379923,,,,,
76.687,-1.20722,304.561,0.18799,-0.132447,,,,,
76.708,-1.64234,304.466,0.183529,-0.283036,,,,,
76.729,-0.705968,304.113,0.121182,0.0437,,,,,
76.749,-0.545696,303.569,0.105161,-0.0414,,,,,
76.77,-0.13618,303.006,0.0833,0.104597,,,,,
76.791,-0.618741,302.357,0.0546,-0.00746,,,,,
76.812,0.662908,301.243,0.0225,-0.0656,,,,,
76.833,1.66094,299.405,0.00341,-0.385737,,,,,
76.874,1.93474,297.684,-0.000572,-0.130948,,,,,
76.895,1.82278,297.3,0.00232,0.139284,,,,,
76.958,1.86856,295.965,-0.00504,0.0487,,,,,
76.979,0.913851,295.522,-0.00625,0.0429,,,,,
77.0,-4.7213,294.629,0.00808,-0.000846,,,,,
77.02,5.36406,292.749,-0.0108,-0.0173,,,,,
77.062,6.90772,291.742,-0.0223,-0.00701,,,,,
77.083,-3.87628,291.097,0.00423,-0.039,,,,,
77.104,0.376274,289.059,-0.00207,0.00326,,,,,
77.125,4.21075,288.883,0.00155,0.000795,,,,,
77.145,0.382424,288.531,-0.00275,-0.00504,,,,,
77.166,14.185,288.38,-0.0183,0.00522,,,,,
77.187,2.86983,287.562,0.00958,-0.000278,,,,,
77.208,1.41335,287.413,0.00018,0.00174,,,,,
77.229,1.49518,287.055,-0.00229,-0.002,,,,,
77.25,1.86874,287.157,0.00395,-0.00296,,,,,
77.27,6.76809,286.996,-0.00382,-0.000765,,,,,
77.291,-2.24947,286.414,-0.00691,0.00214,,,,,
77.416,-3.17843,296.197,0.0384,0.019,,,,,
77.437,-3.05293,297.372,0.0556,0.0499,,,,,
77.458,-3.30558,298.32,0.073,0.0151,,,,,
77.479,-2.5606,299.703,0.0715,0.0264,,,,,
77.499,-1.47157,300.41,0.0803,-0.0166,,,,,
77.52,-2.4452,301.434,0.124265,-0.00803,,,,,
77.541,-2.70867,301.862,0.132391,0.0231,,,,,
77.562,-1.96592,302.486,0.12566,-0.00322,,,,,
77.583,-2.21785,302.68,0.118047,-0.0125,,,,,
77.604,-2.17286,303.249,0.139238,-0.032,,,,,
77.624,-2.81892,303.404,0.164789,-0.00401,,,,,
77.645,-1.9942,303.326,0.144954,0.0572,,,,,
77.666,-2.8384,302.918,0.174672,0.00233,,,,,
77.687,-2.64839,303.332,0.158338,-0.100771,,,,,
77.708,-1.54796,302.834,0.113044,-0.0725,,,,,
77.729,-1.81436,302.589,0.0826,-0.0183,,,,,
77.749,-1.87987,301.567,0.107728,-0.11676,,,,,
77.77,-0.751702,302.51,0.0484,-0.208475,,,,,
77.791,-0.967638,302.409,0.0297,-0.527855,,,,,
77.812,0.365041,301.776,0.0167,0.0104,,,,,
77.874,2.01834,298.564,-0.00369,0.5781,,,,,
77.916,1.36489,297.507,-0.00989,0.555532,,,,,
77.937,1.52565,297.067,-0.0119,-0.383898,,,,,
77.958,1.38716,296.797,-0.00909,-0.0618,,,,,
77.979,2.04836,297.264,-0.00761,-0.0492,,,,,
78.0,1.94036,296.777,-0.0115,0.0274,,,,,
78.02,1.7223,296.671,-0.0107,0.012,,,,,
78.041,1.68603,296.657,-0.0092,-0.0054,,,,,
78.062,1.50443,296.508,-0.0123,0.0183,,,,,
78.083,1.72849,296.478,-0.0118,0.00261,,,,,
78.104,1.69883,296.279,-0.013,0.000663,,,,,
78.125,1.83497,296.103,-0.0142,-0.00247,,,,,
78.145,1.64196,295.909,-0.0132,0.00482,,,,,
78.166,0.912073,295.923,-0.00641,-0.00128,,,,,
78.187,0.720501,295.486,-0.00414,0.00246,,,,,
78.208,1.0813,295.085,-0.00638,-0.000281,,,,,
78.229,1.56739,293.858,-0.00666,-0.00168,,,,,
78.25,6.09649,292.741,-0.0203,-0.00103,,,,,
78.27,1.53487,291.81,-0.0372,0.000416,,,,,
78.291,5.67657,291.021,-0.0253,-0.000706,,,,,
78.312,-0.572716,290.687,-0.00158,0.00688,,,,,
78.333,2.36191,289.904,-0.00259,-0.000694,,,,,
78.354,2.66572,291.629,0.000296,0.00964,,,,,
78.374,3.39615,295.75,0.0116,0.00234,,,,,
78.395,-3.78999,297.971,0.0655,0.00786,,,,,
78.416,-5.08621,298.731,0.0866,0.00424,,,,,
78.437,-6.95614,299.702,0.119147,-0.00425,,,,,
78.458,-6.93051,300.663,0.141226,-0.00155,,,,,
78.479,-6.15515,301.39,0.157556,0.0112,,,,,
78.499,-4.14453,302.05,0.137759,-0.0164,,,,,
78.52,-4.10726,302.926,0.168234,-0.0155,,,,,
78.541,-4.47889,303.968,0.204824,0.00688,,,,,
78.562,-2.88652,304.536,0.189056,-0.0368,,,,,
78.583,-2.9603,305.033,0.177472,0.0218,,,,,
78.604,-2.98572,305.362,0.197488,-0.0233,,,,,
78.624,-2.94171,305.817,0.189856,-0.0047,,,,,
78.645,-2.88226,305.947,0.179595,-0.0293,,,,,
78.666,-2.03815,305.851,0.151871,-0.0468,,,,,
78.687,-2.00824,305.839,0.153764,0.00688,,,,,
78.708,-2.51897,305.388,0.153135,0.0238,,,,,
78.729,-1.38279,304.729,0.104375,0.024,,,,,
78.749,-1.36583,304.156,0.0986,-0.0294,,,,,
78.77,-0.30761,303.228,0.0697,0.134544,,,,,
78.791,-0.62016,302.173,0.0392,0.0282,,,,,
78.812,0.520302,300.849,0.0156,-0.00438,,,,,
78.833,1.75845,299.743,0.00492,-0.0888,,,,,
78.854,1.69702,299.026,-0.00196,-0.0346,,,,,
78.874,2.31493,298.599,-0.00416,0.256925,,,,,
78.895,2.20327,298.257,-0.00627,0.0693,,,,,
78.916,1.9815,297.833,-0.00591,-0.033,,,,,
78.937,2.18985,297.867,-0.00325,-0.116209,,,,,
78.958,2.47845,297.994,-0.00154,-0.0203,,,,,
78.979,2.50547,298.042,-0.00199,-0.023,,,,,
